,Id,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,Notes,purpose_cat,purpose,zip_code,addr_state,debt_to_income,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code
2055,2056,Edwards AFB,10,MORTGAGE,103000.0,not verified,n,"  Borrower added on 07/21/11 > Pay off my Thrift Savings Plan loan.<br/> Borrower added on 07/22/11 > Pay off my Thrift Savings Plan loan as well as a credit card. This will allow for my retirement to keep growing as well as free up funds for more investing.<br/> Borrower added on 07/22/11 > I work for the DoD and borrowed against my Thrift Savings Plan retirement to pay off some medical bills. I would now like to repay that loan early so my retirement will continue to grow. I will also be paying off a credit card, which will allow me to have more funds every month, which I can use for investing.<br/>",other,TSP Payment,935xx,CA,5.07,0.0,05/01/1999,0.0,,85.0,9.0,1.0,2482,16.9,16.0,f,0.0,1,PC3
3016,3017,The Dannon Company,10,RENT,50004.0,not verified,n, I am in debt of about the said amount and would like to get out of it and once done have more money for everything.,debt consolidation,Get out of debt faster and better rate.,840xx,UT,10.63,1.0,08/01/1996,0.0,19.0,,4.0,0.0,14761,77.3,24.0,f,0.0,3,PC5
2854,2855,Ingram Micro,1,RENT,37000.0,not verified,n,  Borrower added on 02/06/11 > Paying off high interest credit cards<br/> Borrower added on 02/06/11 > Please let me know if you have any questions. Thanks!<br/> Borrower added on 02/07/11 > Currently have a stable job and working towards a higher paying position in my company.  The reason I am looking for this loan is to pay off my credit cards as fast as possible to be debt free.<br/>,debt consolidation,Payoff Debt ,140xx,NY,21.15,0.0,10/01/2000,0.0,,,11.0,0.0,4264,54.7,18.0,f,0.0,1,PC3
627,628,PCA,10,MORTGAGE,75360.0,VERIFIED - income source,n,  Borrower added on 01/03/11 > Loan is to get a lower rate than my credit card is offering. NEVER have been late on my payments.<br/>,credit card,credit card loan,483xx,MI,8.39,0.0,08/01/1977,0.0,,,6.0,0.0,41248,95.9,14.0,f,0.0,2,PC3
445,446,Texas Dept of Public Safety,10,MORTGAGE,84000.0,VERIFIED - income source,n,,debt consolidation,Debt Consolidation Loan,790xx,TX,9.01,0.0,09/01/1990,2.0,72.0,,11.0,0.0,19369,78.4,43.0,f,0.0,1,PC4
2920,2921,Hathaway Dinwiddie Construction Co,1,RENT,121000.0,VERIFIED - income,n,"  Borrower added on 11/21/11 > &bull; Strong and stable job position with a stable company with positive long term growth. <br>&bull; Credit &amp; credit history are very good and is in excellent standing. Very good credit scores with very low outstanding balances due on cards, decent amount of credit available and I have paid all debts every owed.<br>&bull; The purpose of the loan is to consolidate a debt.<br>&bull; My monthly budget for monthly expenses is around $3800.00<br>",other,Debt Consolidation,941xx,CA,1.99,0.0,10/01/2005,3.0,,,10.0,0.0,10994,40.1,15.0,f,0.0,1,PC4
3349,3350,Fidelity Investments,10,MORTGAGE,250000.0,VERIFIED - income source,n,  Borrower added on 08/17/11 > Debt consolidation...I have a 735 credit score and need to consolidate debt for better rate.  thanks<br/> Borrower added on 08/17/11 > I have been with my company 18 years and receive monthly salary but several share/bonus payouts at year end...need to consolidate for better rate.<br/>,debt consolidation,2011 Get on track loan,028xx,RI,8.37,0.0,07/01/1989,0.0,,,13.0,0.0,22246,50.8,37.0,f,0.0,3,PC2
6175,6176,ASA,10,MORTGAGE,54400.0,VERIFIED - income,n,,debt consolidation,Debt Consolidation ,786xx,TX,23.74,0.0,08/01/1997,0.0,,,15.0,0.0,14444,71.2,33.0,f,0.0,3,PC1
9091,9092,USPS,4,RENT,50000.0,VERIFIED - income,n,,debt consolidation,Mike's Loan ,980xx,WA,2.83,0.0,03/01/2000,1.0,,,7.0,0.0,1067,3.9,14.0,f,0.0,2,PC2
6607,6608,Best Buy,3,RENT,55000.0,not verified,n, Looking for a means of financing the purchase of an RV locally from a private party. ,major purchase,Personal Loan for RV (trailer),950xx,CA,13.16,0.0,10/01/1971,2.0,34.0,,10.0,0.0,9030,37.5,17.0,f,0.0,1,PC1
5183,5184,Navy,4,RENT,46800.0,not verified,n,,debt consolidation,Debt loan,983xx,WA,19.15,0.0,11/01/2004,0.0,36.0,,6.0,0.0,2807,29.9,20.0,f,0.0,2,PC4
5137,5138,Shoedazzle.com,1,RENT,60000.0,VERIFIED - income,n,  Borrower added on 10/25/11 > Wedding expenses<br/>Borrower added on 10/25/11 > Wedding expenses<br/>,wedding,Wedding Expenses,900xx,CA,12.75,0.0,05/01/2001,0.0,,,6.0,0.0,1531,7.1,14.0,f,0.0,2,PC2
7481,7482,Network Hardware Resale,1,RENT,28000.0,not verified,n,  Borrower added on 09/10/11 > I am consolidating some higher interest credit card debts into this loan in order to lower my interest rates and simply my bill paying process.<br/>,debt consolidation,Credit Card Consolidation Loan,931xx,CA,20.1,0.0,09/01/2003,0.0,,,5.0,0.0,5432,63.9,10.0,f,0.0,1,PC4
8425,8426,"Brady Worldwide, Inc.",8,RENT,148000.0,not verified,n,"ABOUT ME:  I am 32 years old, single male with no children.  I reside and work in San Diego, CA.  I have been with my current employer for over 8 years.  My title is Business Development Manager and we are a software development company.   EXPLANATION OF CREDIT HISTORY:  I had my share of struggles in my younger years (18-21) as I did not understand the importance of fiscal responsibility and maintaining good credit.  I acquired much credit card debt and did not consistently pay my bills on time.  Since then, I have taken great pride in diligently righting my financial wrongs and rebuilding my credit profile.  As you will see in my 5-7 year credit history, I have been successful in consistently maintaining successful credit.  I regularly monitor my credit and consider myself to be very financially aware and responsible.  My current FICO score (updated March 1, 2008) is 667.  My goal is to use this loan to pay off credit card debt and bring my score above 700.  With this loan, I am asking for a chance to completely pay off all credit card and other debt and consolidate into 1 recurring monthly payment.  I promise to all lenders bidding my loan that making my payments on time will be my top priority each month.    Also, as you will see in my financial details below, I have the necessary resources to do this successfully.  This is due in part to a very strong and stable income (mid 6-figure W2 in 2007).  Please also see attached PDF of my 2007 W-2 showing income of over $148,000.   WHAT I WILL DO WITH THE MONEY LOANED TO ME:  I will completely pay off all credit card and recurring monthly debt and consolidate into 1 monthly payment.  The resulting effect will be a strong increase in my credit score as this will vastly improve my percentage of credit available aspect of my credit profile.  Additionally, this will enable me to avoid the costly finance charges I am acquiring each month with these credit cards and to focus only on my monthly payments to Lending Club.  The long-term goal of this loan is to eliminate these other debts, continue my strong payment history, and position myself to purchase my 1st home in the next 2-3 years.   HERE ARE MY MONTHLY FINANCIAL DETAILS:  Net income after payroll deductions from all sources: $6,500.00  EXPENSES Rent: $1,150 Phone: $60 Gas: $20 Electricity & Water: $20 Car Loan and Operating Expenses: $700 Food / Necessities: $200 Insurance: $70 Cable/Internet: $75 Misc expenses, etc. $200 Other: $200 ----------------------- Total Monthly Expenses : $2,695  I will have $3,805 left to make the payments on my loan.   CLOSING REMARKS TO LENDERS:  Thank you for taking the time to review my loan application.  With the assistance of this loan, I will be able to further establish a steady ground for my financial stability and future growth.  I appreciate your consideration and look forward to working with yoy.",debt consolidation,Personal Loan to Consolidate Debt,921xx,CA,10.14,1.0,07/01/1995,1.0,22.0,,9.0,0.0,3608,37.6,20.0,f,0.0,1,PC3
2658,2659,State of Oregon,2,RENT,41000.0,VERIFIED - income,n,"  Borrower added on 07/12/10 > I am in need of a loan to pay off credit card balances that were foolishly accumulated during college. I am currently employed full time and have very little monthly expenses, other than the credit card debt.<br/> Borrower added on 07/12/10 > I wish to pay off credit card debt that was foolishly accumulated during my college years. I currently have a full time job and little monthly expenses, other than the credit card debt.<br/> Borrower added on 07/12/10 > $3,225 is my base salary. I actually make about $1000 more a month in on call and overtime pay<br/> Borrower added on 07/13/10 > Two of the credit cards I plan to pay off are under my mothers name. Therefore they do not show up under my credit card balances. <br/><br/>The balance on these two cards is roughly $8000.<br/> Borrower added on 07/13/10 > I will likely hold the loan the full 60 months.<br/>",debt consolidation,Pay off Credit Cards ,974xx,OR,19.46,0.0,07/01/2000,1.0,30.0,,11.0,0.0,5787,45.9,28.0,f,0.0,2,PC1
1168,1169,Cambium Learning Group,7,MORTGAGE,52000.0,not verified,n,,debt consolidation,Debt Consolidation Loan,805xx,CO,9.53,0.0,04/01/1999,1.0,,,5.0,0.0,1825,13.1,12.0,f,0.0,2,PC4
3469,3470,SRA International,1,MORTGAGE,96000.0,not verified,n,"The purpose of this loan is to replace an air conditioning unit that went out during a 100 degree day in the Washington DC area.  I have made due without air conditioning until now; however, the weather is cooling down and it may be the best time to buy a new system as the old system is dead and not worth fixing.  An average summer electric bill for me is about $300 because of the air conditioning.  A new unit will be much more efficient and will most likely pay for itself in about 5-6 years.",home improvement,Replace Air Conditioning,220xx,VA,25.0,0.0,03/01/1996,0.0,0.0,0.0,11.0,0.0,74292,94.6,25.0,f,0.0,3,PC1
3657,3658,The Benefits Agency,9,RENT,85000.0,VERIFIED - income,n,,debt consolidation,Debt Consolidation Loan,280xx,NC,13.68,0.0,09/01/2002,3.0,,,20.0,0.0,5362,74.5,24.0,f,0.0,3,PC4
3825,3826,costco,2,RENT,70000.0,VERIFIED - income source,n,  Borrower added on 12/06/11 > tis loan will help me consoldiate bills and make more money availabvle to me for saving through the year so i can repay the loan back in a quicker fashion.Thank you veyr much. <br> Borrower added on 12/06/11 > I really want to thank the lenders so far and to the future lenders contributing to my loan. I I know these days lenders are very apprehensive about lending money to people these days on how the economy is and not that many people working. Thank you again Lending club.....  <br>,debt consolidation,new start,070xx,NJ,15.05,0.0,07/01/1996,1.0,,,16.0,0.0,16255,67.2,29.0,f,0.0,2,PC5
6029,6030,Self,1,OTHER,29666.0,VERIFIED - income,n,"I was working on a tech startup until the funding got pulled a few months ago.  After that, I decided to focus on organizing a conference.  While this wasn't a money maker, it was very successful and my reputation and contacts have increased significantly.  I am now working as an independent contractor, pursuing sales leads for a foreign tech company.  During this transitional period, I depleted a significant portion of my remaining cash reserves.  I now have a month's worth of bills and two sales trips to pay for.  I have built up great credit over the years by reliably paying back my student loans, and I'm not ready to break that streak now.  This loan will help me to make a successful transition to a new career, with my credit intact. ",debt consolidation,Building a bridge to new opportunity,112xx,NY,13.91,0.0,10/01/1999,1.0,,,5.0,0.0,0,0.0,19.0,f,0.0,3,PC2
8798,8799,Hospital Corporation of America,2,MORTGAGE,85000.0,VERIFIED - income source,n,,major purchase,Major Purchase Loan,370xx,KY,2.1,0.0,11/01/1998,0.0,,,10.0,0.0,3432,5.6,31.0,f,0.0,2,PC5
6331,6332,The UPS Store,7,RENT,20000.0,VERIFIED - income,n,"I am currently seeking to take summer classes at my current college, San Diego City College.  I have just moved to San Diego from Hawaii and didn't intend to go to school until the Fall Semester of 2009.  But since I have got here and have everything settled, I got a part-time job, furnished my apartment and got a car for transportation.  Now I would like to enroll in classes as soon as possible to begin my education, but I do not qualify for any financial aid for this Summer Session.  Please consider this loan, as I am working towards bettering my carrer and becoming the best I can be.  I worked at my current job for the last 7 and a half years, and have held several small loans such as this, and have always paid on time.  ",educational,Student Loan,919xx,CA,1.62,0.0,08/01/2004,2.0,29.0,,3.0,0.0,1371,21.4,13.0,f,0.0,3,PC3
8903,8904,,na,MORTGAGE,60000.0,VERIFIED - income source,n,"  Borrower added on 08/24/11 > I will use the loan funds to pay the balance owed on my only credit card account, which account has both raised my interest rate twice in the past 18 months and notified me that the credit card has been sold to a banking company I prefer not to be associated with.  I have maintained excellent credit status for many years by diligently and honestly meeting all my financial agreements and responsibilities.<br/> Borrower added on 08/25/11 > I have completed the 3 steps shown.<br/>",credit card,credit card redo,760xx,TX,16.94,0.0,10/01/1986,0.0,,,5.0,0.0,13795,60.0,27.0,f,0.0,1,PC5
3126,3127,Dell,4,MORTGAGE,85000.0,VERIFIED - income,n,,credit card,Credit Card Refinance,787xx,TX,18.59,0.0,09/01/2002,0.0,53.0,,6.0,0.0,11182,78.7,19.0,f,0.0,1,PC4
7220,7221,Hamilton Sundstrand,3,MORTGAGE,95500.0,VERIFIED - income,n,  Borrower added on 11/20/10 > I plan to use these funds to pay off credit card debt which will allow me to free up cash for investments and a better balance on my monthly budget. I've been employed at my current job for 3 years and the company and industry I work in is quite stable and is starting to growing. I work in the aerospace industry. I've always been a good borrower. I pay all my bills on time and I have a good credit rating.<br/>,debt consolidation,Credit Card Debt Consolidation,061xx,CT,8.17,0.0,11/01/1997,1.0,,,4.0,0.0,26509,96.4,20.0,f,0.0,2,PC3
7731,7732,sephora,3,RENT,40000.0,VERIFIED - income,n,,debt consolidation,Debt Loan,945xx,CA,28.5,0.0,02/01/1998,0.0,,,13.0,0.0,13686,31.1,22.0,f,0.0,2,PC1
5144,5145,Dade County  Schools,4,MORTGAGE,45996.0,VERIFIED - income,n,"  Borrower added on 03/21/11 > I am a full-time public school teacher trying to pay off debt accrued while in college and from my wedding. My job is stable, I earn a steady paycheck 12 months a year, and I try to supplement income with summer employment and tutoring, when available. My household income is double what I earn as my husband pays for half of all expenses. The monthly payment on the loan I am requesting is close to half of what I currently pay across 4 credit cards. I always have my bills on electronic payment so as to never miss a due date.<br/>",debt consolidation,Debt Consolidation,330xx,FL,22.36,0.0,04/01/2002,1.0,36.0,,16.0,0.0,9768,15.8,38.0,f,0.0,2,PC2
2978,2979,Community Transit,4,MORTGAGE,64800.0,VERIFIED - income,n,"  Borrower added on 11/10/11 > Funds will be used to consolidate debt<br>100% on time payment history, no loan defaults, bankruptcy or delinquent accounts<br>Full Time Employment with current employer 4 years<br>Good job security<br>",debt consolidation,Pay It Off,982xx,WA,21.83,0.0,01/01/1990,1.0,41.0,,13.0,0.0,11792,97.6,32.0,f,0.0,3,PC1
